Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Age,CIBIL_Score,Loan_Status
Male,Yes,3+,Graduate,Yes,68559,286313,360,1.0,Semiurban,57,621,0
Female,Yes,2,Graduate,Yes,70968,356434,120,1.0,Semiurban,22,840,0
Male,No,3+,Not Graduate,No,64632,220268,360,1.0,Rural,29,417,0
Male,Yes,1,Graduate,Yes,43153,305266,120,1.0,Urban,44,370,0
Male,Yes,0,Graduate,No,66133,193758,360,0.0,Semiurban,42,742,0
Female,No,0,Graduate,No,29554,247056,180,1.0,Rural,47,314,0
Female,Yes,1,Not Graduate,Yes,57826,105838,360,1.0,Semiurban,36,890,1
Male,No,0,Graduate,No,32397,207563,120,0.0,Urban,21,764,0
Female,No,3+,Not Graduate,No,26139,113936,240,0.0,Semiurban,45,542,0
Female,No,0,Not Graduate,No,33249,151895,240,1.0,Rural,40,517,0
Female,No,3+,Not Graduate,Yes,28890,238758,360,0.0,Urban,40,532,0
Female,No,0,Graduate,No,58223,275030,120,0.0,Semiurban,35,537,0
Female,No,0,Graduate,No,63665,473895,120,1.0,Urban,55,803,0
Male,Yes,1,Graduate,Yes,68590,61723,300,1.0,Urban,51,779,1
Female,Yes,0,Graduate,No,55177,454353,120,1.0,Rural,28,422,0
Male,Yes,1,Not Graduate,No,34112,197708,300,1.0,Semiurban,22,407,0
Male,No,1,Graduate,Yes,21671,375874,120,1.0,Urban,28,624,0
Female,No,2,Graduate,Yes,76999,355042,360,1.0,Semiurban,22,690,1
Female,Yes,2,Not Graduate,No,98619,486881,240,1.0,Urban,48,736,1
Female,No,0,Graduate,Yes,42481,98922,360,1.0,Rural,45,488,0
Male,Yes,0,Graduate,No,36376,485233,120,0.0,Rural,39,589,0
Male,No,0,Not Graduate,Yes,44924,78301,180,1.0,Urban,44,362,0
Male,No,0,Not Graduate,No,37151,444788,240,1.0,Urban,52,573,0
Female,No,0,Not Graduate,No,37879,343480,120,1.0,Rural,53,712,0
Female,Yes,1,Graduate,No,59562,266861,120,1.0,Rural,37,482,0
Female,Yes,2,Not Graduate,No,82816,228998,180,1.0,Rural,44,491,0
Female,No,1,Not Graduate,Yes,76983,92118,300,1.0,Rural,43,577,0
Male,No,1,Graduate,Yes,96785,410821,300,1.0,Rural,58,819,1
Male,No,1,Graduate,No,48588,377578,120,1.0,Semiurban,50,662,0
Male,Yes,2,Not Graduate,No,59399,471790,120,1.0,Rural,33,851,0
Male,Yes,1,Graduate,Yes,50424,378688,300,1.0,Rural,55,337,0
Male,Yes,0,Graduate,No,23362,480668,180,1.0,Urban,36,809,0
Male,No,1,Not Graduate,No,51079,449062,300,1.0,Urban,50,326,0
Male,Yes,0,Not Graduate,Yes,40845,241516,180,1.0,Semiurban,59,493,0
Female,Yes,1,Graduate,Yes,58297,366674,180,1.0,Rural,52,555,0
Male,Yes,3+,Not Graduate,No,32644,168947,180,1.0,Rural,25,441,0
Male,No,1,Not Graduate,No,79332,407854,180,1.0,Urban,29,893,0
Male,No,0,Not Graduate,Yes,87420,323876,300,1.0,Semiurban,52,835,1
Male,No,2,Graduate,No,96864,248146,240,1.0,Rural,25,642,0
Female,Yes,0,Graduate,No,26788,332686,300,0.0,Urban,21,571,0
Male,Yes,0,Not Graduate,Yes,29410,174734,120,1.0,Rural,31,757,0
Male,Yes,0,Graduate,Yes,97318,330055,240,1.0,Urban,39,724,1
Male,Yes,3+,Not Graduate,No,87857,263665,240,1.0,Urban,26,588,0
Female,No,3+,Not Graduate,Yes,67081,194800,360,1.0,Urban,26,796,1
Female,No,2,Graduate,Yes,45722,488988,240,1.0,Rural,34,415,0
Male,No,2,Not Graduate,Yes,61419,78688,120,1.0,Rural,44,466,0
Male,Yes,2,Not Graduate,No,62852,390964,300,1.0,Urban,42,310,0
Male,Yes,2,Not Graduate,Yes,87788,144502,120,1.0,Semiurban,52,371,0
Male,No,2,Not Graduate,No,62351,150134,360,1.0,Urban,59,419,0
Female,Yes,3+,Not Graduate,No,22203,119488,180,0.0,Rural,22,674,0
Female,Yes,2,Not Graduate,Yes,75967,96084,300,1.0,Rural,47,813,1
Female,Yes,0,Not Graduate,Yes,82172,105755,300,1.0,Rural,27,654,1
Male,Yes,1,Not Graduate,Yes,43845,424703,240,1.0,Semiurban,35,567,0
Male,No,3+,Graduate,Yes,29328,466827,240,1.0,Urban,34,462,0
Male,No,1,Graduate,No,31376,313150,120,1.0,Urban,48,360,0
Male,Yes,0,Graduate,No,87262,56231,120,1.0,Rural,30,650,0
Female,No,3+,Not Graduate,No,55803,439024,300,1.0,Semiurban,55,384,0
Male,Yes,2,Graduate,No,62334,320835,360,1.0,Urban,35,774,0
Male,Yes,2,Not Graduate,No,96849,284392,360,1.0,Rural,52,545,0
Female,Yes,1,Graduate,No,24890,476363,180,1.0,Urban,58,510,0
Male,No,0,Graduate,No,36475,234408,180,1.0,Rural,40,315,0
Male,No,1,Graduate,Yes,86659,212023,180,1.0,Urban,24,445,0
Male,No,1,Not Graduate,No,63211,400918,300,1.0,Semiurban,48,308,0
Male,Yes,3+,Not Graduate,Yes,22185,287194,300,1.0,Urban,37,735,0
Male,Yes,1,Not Graduate,No,76230,372596,300,1.0,Rural,34,593,0
Male,No,0,Not Graduate,Yes,31069,363102,360,0.0,Semiurban,38,771,0
Male,Yes,1,Graduate,No,82571,427748,180,1.0,Semiurban,32,639,0
Male,Yes,3+,Not Graduate,No,83825,192726,300,1.0,Semiurban,31,872,1
Male,No,1,Graduate,Yes,85952,82413,240,1.0,Rural,59,770,1
Female,No,1,Graduate,No,57189,264943,360,1.0,Urban,31,388,0
Male,Yes,2,Not Graduate,No,41425,341398,180,1.0,Urban,38,369,0
Female,Yes,2,Not Graduate,No,90511,417696,120,1.0,Urban,48,833,1
Female,No,1,Graduate,Yes,64701,170174,180,1.0,Rural,29,461,0
Male,Yes,3+,Not Graduate,No,70834,385410,300,1.0,Rural,45,759,0
Female,Yes,2,Graduate,No,30921,424488,360,0.0,Semiurban,55,677,0
Male,Yes,0,Not Graduate,Yes,69882,413802,360,1.0,Urban,52,721,0
Male,Yes,1,Not Graduate,Yes,66407,413632,120,1.0,Rural,22,460,0
Male,No,3+,Not Graduate,No,43378,494303,240,1.0,Rural,36,487,0
Male,No,1,Not Graduate,Yes,81348,347516,120,1.0,Rural,21,632,0
Male,No,2,Not Graduate,Yes,30694,216647,180,0.0,Rural,44,313,0
Male,Yes,2,Graduate,No,77550,246417,360,0.0,Urban,33,486,0
Female,Yes,2,Not Graduate,Yes,96893,386191,360,0.0,Rural,55,604,0
Male,No,3+,Graduate,Yes,65380,156440,120,1.0,Semiurban,27,422,0
Female,Yes,0,Graduate,Yes,28383,321253,120,1.0,Semiurban,54,471,0
Female,No,2,Not Graduate,Yes,64264,307729,300,1.0,Urban,34,890,1
Female,No,2,Not Graduate,Yes,62320,349972,240,1.0,Semiurban,56,473,0
Male,Yes,0,Graduate,No,64174,239571,240,0.0,Rural,28,841,0
Female,No,2,Graduate,No,41805,382943,360,1.0,Semiurban,31,856,0
Female,No,0,Not Graduate,No,70086,82144,360,1.0,Rural,34,704,1
Female,Yes,1,Graduate,Yes,41131,387379,360,1.0,Rural,59,391,0
Male,No,1,Graduate,Yes,64629,415349,300,1.0,Urban,49,423,0
Female,Yes,0,Graduate,No,67566,448585,360,1.0,Rural,52,860,0
Female,No,3+,Graduate,Yes,71669,465256,300,1.0,Rural,42,300,0
Male,No,0,Not Graduate,No,83834,207194,360,1.0,Semiurban,51,602,0
Male,Yes,1,Not Graduate,Yes,90602,70873,240,0.0,Semiurban,45,657,0
Male,No,3+,Not Graduate,No,82174,344066,120,1.0,Semiurban,47,802,1
Female,Yes,3+,Graduate,No,83669,90599,360,1.0,Rural,53,837,1
Male,No,0,Not Graduate,No,89504,176130,360,1.0,Rural,59,470,0
Male,No,1,Not Graduate,Yes,39398,366114,180,0.0,Urban,43,601,0
Female,No,2,Graduate,Yes,43432,317555,240,0.0,Urban,38,680,0
Male,No,3+,Graduate,No,62644,322990,240,1.0,Urban,46,879,0
Male,Yes,3+,Graduate,Yes,57260,388028,300,1.0,Semiurban,49,633,0
Female,No,2,Not Graduate,No,76170,124125,300,1.0,Rural,59,373,0
Female,Yes,0,Not Graduate,Yes,20746,405950,180,1.0,Semiurban,48,854,0
Female,No,3+,Graduate,No,31118,313941,360,1.0,Urban,58,607,0
Female,Yes,0,Graduate,Yes,79748,239056,360,1.0,Rural,49,407,0
Male,No,0,Graduate,No,85757,258647,360,0.0,Semiurban,58,414,0
Female,Yes,2,Not Graduate,No,44187,278924,240,1.0,Semiurban,50,422,0
Female,No,2,Graduate,No,44875,297661,120,1.0,Rural,55,732,0
Male,Yes,0,Graduate,Yes,64919,200232,360,1.0,Urban,28,869,1
Male,No,0,Graduate,Yes,58169,150366,120,1.0,Semiurban,59,564,0
Male,Yes,2,Not Graduate,Yes,33544,126066,120,1.0,Urban,34,358,0
Male,Yes,1,Graduate,No,60036,203317,180,1.0,Semiurban,52,833,1
Male,Yes,2,Not Graduate,Yes,85551,167232,120,1.0,Semiurban,36,680,1
Male,Yes,1,Not Graduate,No,78363,282261,300,1.0,Semiurban,38,642,0
Female,No,2,Not Graduate,Yes,85381,460461,240,1.0,Rural,50,336,0
Male,Yes,1,Graduate,Yes,71505,98643,180,1.0,Urban,42,882,1
Female,Yes,1,Graduate,No,90196,189036,120,1.0,Rural,48,346,0
Female,Yes,1,Graduate,Yes,39985,72118,180,1.0,Rural,24,666,1
Female,Yes,2,Not Graduate,Yes,23674,488641,300,1.0,Semiurban,53,658,0
Female,No,2,Not Graduate,No,29123,365344,300,1.0,Urban,36,608,0
Male,No,2,Not Graduate,No,99396,158665,180,1.0,Urban,51,630,0
Female,Yes,2,Not Graduate,No,71241,236409,120,1.0,Semiurban,32,538,0
Male,No,0,Not Graduate,No,39822,375381,240,0.0,Rural,44,643,0
Female,No,3+,Graduate,No,88327,480974,300,1.0,Semiurban,43,518,0
Male,No,2,Not Graduate,No,44754,308256,120,1.0,Rural,26,584,0
Male,No,2,Not Graduate,Yes,67782,171909,300,1.0,Urban,39,706,1
Female,No,3+,Graduate,Yes,39946,363591,120,1.0,Semiurban,45,745,0
Male,Yes,3+,Not Graduate,Yes,27591,358586,180,1.0,Rural,53,392,0
Female,No,2,Graduate,No,41402,339781,300,0.0,Semiurban,55,895,0
Male,Yes,3+,Graduate,No,38253,70685,120,1.0,Rural,35,358,0
Male,Yes,1,Graduate,Yes,64212,368036,180,0.0,Urban,46,465,0
Female,No,2,Graduate,No,21655,58831,120,1.0,Rural,27,508,0
Female,Yes,1,Graduate,Yes,39184,457496,180,1.0,Rural,55,494,0
Male,No,2,Graduate,No,65421,446881,300,1.0,Semiurban,54,511,0
Male,No,0,Not Graduate,No,51501,303561,180,1.0,Semiurban,59,493,0
Male,No,3+,Graduate,No,70875,340728,120,0.0,Rural,39,561,0
Female,Yes,0,Graduate,No,72448,80531,180,0.0,Semiurban,35,757,0
Female,Yes,2,Not Graduate,No,97230,443491,120,1.0,Urban,50,796,1
Male,Yes,0,Graduate,Yes,86882,171871,300,1.0,Rural,49,508,0
Male,No,0,Graduate,Yes,38257,167947,360,1.0,Urban,29,455,0
Male,Yes,3+,Graduate,No,75419,368698,120,1.0,Semiurban,42,706,1
Male,No,3+,Not Graduate,Yes,70178,472497,300,1.0,Urban,46,335,0
Female,Yes,0,Graduate,Yes,67545,272333,180,1.0,Rural,38,567,0
Female,Yes,0,Not Graduate,Yes,83918,278382,120,1.0,Rural,35,432,0
Male,Yes,3+,Graduate,No,31818,296848,300,0.0,Semiurban,30,664,0
Female,Yes,3+,Graduate,No,50014,181012,180,1.0,Semiurban,37,346,0
Male,Yes,0,Not Graduate,No,85289,318461,240,1.0,Semiurban,30,797,1
Male,Yes,2,Not Graduate,No,91373,482443,240,1.0,Semiurban,32,461,0
Male,No,1,Graduate,No,22981,222183,240,0.0,Rural,28,608,0
Male,No,2,Graduate,No,57717,397888,120,1.0,Urban,35,643,0
Male,No,1,Not Graduate,No,41135,398252,180,1.0,Rural,45,585,0
Female,Yes,0,Graduate,Yes,33436,432874,300,1.0,Semiurban,35,568,0
Female,Yes,1,Graduate,No,24564,375590,360,0.0,Rural,26,460,0
Male,No,2,Not Graduate,Yes,63043,464651,120,1.0,Semiurban,52,763,0
Female,No,3+,Graduate,No,73394,371434,240,0.0,Rural,37,609,0
Female,No,0,Not Graduate,No,62500,489270,360,1.0,Semiurban,43,429,0
Female,Yes,3+,Not Graduate,No,49469,371889,180,1.0,Semiurban,41,457,0
Female,Yes,2,Not Graduate,No,81704,426608,240,1.0,Urban,40,563,0
Male,No,3+,Graduate,No,72163,450661,360,0.0,Urban,38,806,0
Female,No,3+,Graduate,No,92674,492532,360,1.0,Urban,50,876,0
Female,No,0,Graduate,Yes,47762,317926,300,1.0,Semiurban,54,533,0
Female,No,0,Graduate,Yes,39117,369600,300,1.0,Rural,56,537,0
Male,Yes,3+,Not Graduate,No,56459,485182,300,1.0,Rural,38,377,0
Male,No,0,Not Graduate,No,60549,221107,180,1.0,Rural,34,627,0
Male,No,0,Not Graduate,Yes,56636,103636,360,1.0,Semiurban,24,443,0
Male,No,1,Not Graduate,No,86592,447924,120,1.0,Semiurban,38,791,0
Male,No,3+,Not Graduate,No,23646,334381,120,1.0,Rural,59,620,0
Male,Yes,3+,Graduate,No,62221,242817,300,1.0,Urban,31,433,0
Female,No,2,Graduate,Yes,54418,372616,360,0.0,Rural,53,849,0
Male,Yes,0,Graduate,No,36869,64694,360,1.0,Rural,50,789,1
Female,No,1,Not Graduate,Yes,71285,264749,300,1.0,Rural,46,480,0
Male,Yes,2,Graduate,Yes,84106,169462,180,0.0,Urban,43,372,0
Female,No,0,Not Graduate,No,63684,179693,180,1.0,Rural,50,458,0
Male,No,2,Graduate,No,26796,486192,240,1.0,Semiurban,24,526,0
Female,Yes,0,Not Graduate,Yes,26022,297516,180,1.0,Semiurban,25,543,0
Male,Yes,1,Not Graduate,Yes,53730,113194,240,1.0,Urban,28,793,1
Male,No,0,Graduate,Yes,73444,214136,120,1.0,Semiurban,50,880,1
Male,Yes,2,Graduate,No,45080,159193,180,1.0,Semiurban,37,748,1
Female,No,3+,Graduate,No,44709,459105,360,0.0,Rural,29,807,0
Male,No,0,Graduate,Yes,88808,181071,300,1.0,Semiurban,22,375,0
Female,No,3+,Graduate,Yes,21154,210556,120,1.0,Urban,40,389,0
Female,Yes,2,Not Graduate,No,26378,200369,180,1.0,Rural,36,844,0
Male,Yes,3+,Graduate,Yes,32447,129068,180,1.0,Urban,27,668,1
Male,No,3+,Graduate,Yes,98687,401081,180,1.0,Rural,21,441,0
Male,No,0,Not Graduate,Yes,59804,309375,300,0.0,Rural,50,775,0
Male,No,2,Not Graduate,No,32663,246640,360,1.0,Urban,51,404,0
Male,Yes,2,Graduate,Yes,44832,228196,300,1.0,Rural,30,760,0
Male,No,0,Not Graduate,Yes,97553,350008,240,1.0,Rural,40,829,1
Female,No,1,Graduate,Yes,75550,93154,120,1.0,Semiurban,30,593,0
Male,No,3+,Graduate,Yes,37895,469296,120,1.0,Rural,36,693,0
Male,Yes,2,Graduate,Yes,39252,304179,360,1.0,Urban,25,739,0
Female,No,1,Graduate,Yes,25996,152445,300,1.0,Semiurban,57,828,0
Female,No,1,Graduate,Yes,81823,292030,240,1.0,Semiurban,49,650,0
Male,Yes,3+,Not Graduate,Yes,30992,433423,240,0.0,Semiurban,56,476,0
Male,No,1,Graduate,Yes,42918,127938,360,1.0,Rural,32,420,0
Male,No,0,Graduate,No,47869,285731,360,1.0,Rural,55,513,0
Female,Yes,2,Graduate,Yes,69669,318937,120,1.0,Semiurban,41,333,0
Female,No,3+,Graduate,No,68505,414515,180,1.0,Semiurban,28,719,0
Male,No,0,Graduate,No,83937,305311,120,1.0,Semiurban,33,521,0
Male,No,1,Not Graduate,No,43781,381384,180,0.0,Urban,52,726,0
Male,Yes,1,Not Graduate,No,50844,398125,300,1.0,Semiurban,51,337,0
Female,No,0,Not Graduate,No,51090,451008,180,1.0,Urban,49,493,0
Male,No,2,Graduate,Yes,23744,212706,120,1.0,Rural,29,537,0
Male,Yes,1,Not Graduate,Yes,79005,366741,240,1.0,Rural,46,352,0
Male,No,0,Not Graduate,Yes,62835,161941,240,1.0,Rural,57,797,1
Male,Yes,1,Not Graduate,No,58054,429933,300,0.0,Rural,22,658,0
Female,Yes,3+,Graduate,No,99632,478048,120,1.0,Semiurban,33,806,1
Male,No,3+,Not Graduate,No,34307,182394,180,1.0,Semiurban,24,781,0
Male,Yes,2,Graduate,No,97519,302547,300,1.0,Semiurban,25,320,0
Female,Yes,1,Not Graduate,Yes,74429,420052,300,1.0,Semiurban,59,819,0
Female,Yes,3+,Graduate,Yes,37681,62212,360,0.0,Urban,30,341,0
Male,No,0,Not Graduate,Yes,74281,367258,360,0.0,Rural,27,822,0
Male,Yes,2,Graduate,Yes,80455,419320,360,1.0,Semiurban,23,701,0
Female,No,2,Not Graduate,No,48998,442051,240,1.0,Rural,59,791,0
Male,No,2,Graduate,Yes,47596,138541,360,1.0,Urban,39,599,0
Female,No,0,Not Graduate,No,86814,390724,240,1.0,Semiurban,51,396,0
Female,No,2,Graduate,No,32821,403716,360,1.0,Semiurban,30,389,0
Female,Yes,2,Not Graduate,Yes,21067,51283,180,1.0,Rural,45,371,0
Male,Yes,3+,Not Graduate,No,73273,367323,240,1.0,Semiurban,55,783,0
Female,No,0,Graduate,Yes,92523,331800,300,1.0,Urban,47,620,0
Female,No,2,Graduate,No,60069,485966,180,1.0,Semiurban,41,429,0
Male,No,3+,Not Graduate,No,30798,69354,120,1.0,Rural,29,374,0
Female,Yes,1,Graduate,Yes,63138,484510,360,0.0,Urban,30,346,0
Female,Yes,2,Graduate,No,40150,307139,240,1.0,Semiurban,44,454,0
Female,No,0,Not Graduate,Yes,86191,173484,360,1.0,Urban,38,749,1
Male,No,2,Graduate,No,68968,224365,180,1.0,Rural,22,835,1
Male,Yes,2,Graduate,Yes,46923,394902,360,1.0,Urban,28,664,0
Female,No,0,Graduate,Yes,69964,498221,300,1.0,Semiurban,37,897,0
Male,No,0,Graduate,Yes,73367,192584,300,1.0,Rural,27,536,0
Female,Yes,2,Graduate,Yes,74299,492672,300,1.0,Rural,42,499,0
Female,No,0,Graduate,Yes,49295,333139,180,1.0,Urban,32,715,0
Female,Yes,1,Graduate,No,65650,136406,360,0.0,Urban,32,380,0
Male,Yes,0,Graduate,No,23417,318985,360,1.0,Urban,25,846,0
Female,Yes,3+,Graduate,No,52283,410795,300,1.0,Semiurban,40,768,0
Male,No,2,Graduate,Yes,50241,74544,360,1.0,Rural,28,320,0
Female,No,3+,Graduate,Yes,62773,85511,360,1.0,Urban,45,412,0
Male,No,0,Not Graduate,No,96002,52331,300,0.0,Urban,57,676,0
Male,No,0,Graduate,Yes,96282,306668,240,1.0,Semiurban,56,743,1
Female,Yes,2,Not Graduate,Yes,58660,75993,360,1.0,Rural,47,430,0
Female,Yes,2,Not Graduate,Yes,71691,469447,120,1.0,Semiurban,52,748,0
Female,Yes,3+,Not Graduate,Yes,28658,107573,240,1.0,Semiurban,56,584,0
Male,No,3+,Not Graduate,Yes,58580,82225,360,0.0,Rural,47,705,0
Female,No,3+,Graduate,No,75026,165943,360,1.0,Rural,31,554,0
Female,No,0,Not Graduate,Yes,74623,393433,180,1.0,Semiurban,40,572,0
Female,Yes,1,Graduate,No,97070,458129,120,0.0,Semiurban,54,533,0
Female,Yes,3+,Not Graduate,Yes,57299,162951,180,0.0,Semiurban,47,394,0
Male,Yes,2,Graduate,Yes,92635,283384,360,0.0,Urban,35,414,0
Male,Yes,3+,Graduate,No,98297,398192,240,1.0,Semiurban,27,400,0
Female,Yes,2,Graduate,No,65756,408601,120,1.0,Rural,26,781,0
Female,No,0,Graduate,Yes,27318,118813,120,1.0,Urban,35,553,0
Male,No,1,Graduate,Yes,50102,427240,180,1.0,Rural,52,527,0
Male,Yes,3+,Not Graduate,No,81177,440275,180,1.0,Semiurban,42,813,0
Female,Yes,2,Graduate,Yes,66454,380724,120,1.0,Semiurban,23,832,0
Female,No,0,Not Graduate,No,94905,287261,240,1.0,Urban,56,440,0
Male,Yes,0,Graduate,Yes,85274,226123,240,1.0,Rural,36,512,0
Female,Yes,3+,Not Graduate,No,25058,450232,120,1.0,Urban,36,547,0
Female,No,3+,Graduate,Yes,88898,438736,180,1.0,Semiurban,52,803,1
Male,No,3+,Graduate,No,48589,283199,300,1.0,Urban,35,702,0
Male,No,0,Graduate,No,85507,383922,360,1.0,Rural,45,626,0
